# Valid estimates generated by sparse beam search plus MITM verification
# Format required by the problem statement: @(r, u, v, VE, VT)
@(4, 0x00030000, 0x41055E05, -0.003906250000000, -0.003906250000000)
@(4, 0x00030000, 0x41059409, 0.003906250000000, 0.003906250000000)
@(4, 0x00030000, 0x41059E09, -0.003906250000000, -0.003906250000000)
@(4, 0x00040000, 0x1405E10E, 0.003906250000000, 0.003906250000000)
@(4, 0x00040000, 0x1E0F4104, 0.003906250000000, 0.003906250000000)
@(4, 0x00040000, 0x22002202, 0.003906250000000, 0.003906250000000)
@(4, 0x00040000, 0x22002302, -0.003906250000000, -0.003906250000000)
@(4, 0x00040000, 0x22002A02, 0.003906250000000, 0.003906250000000)
@(4, 0x00040000, 0x2A08A20A, 0.003906250000000, 0.003906250000000)
@(4, 0x00060000, 0x14054404, 0.003906250000000, 0.003906250000000)
@(4, 0x00060000, 0x1E0FE10E, -0.003906250000000, -0.003906250000000)
@(4, 0x00060000, 0x22002202, 0.003906250000000, 0.003906250000000)
@(4, 0x00060000, 0x22002302, -0.003906250000000, -0.003906250000000)
@(4, 0x00060000, 0x22002A02, 0.003906250000000, 0.003906250000000)
@(4, 0x00060000, 0x2A08A20A, 0.003906250000000, 0.003906250000000)
@(4, 0x00070000, 0x41055405, 0.003906250000000, 0.003906250000000)
@(4, 0x00070000, 0x41055E05, -0.003906250000000, -0.003906250000000)
@(4, 0x00070000, 0x41059409, 0.003906250000000, 0.003906250000000)
@(4, 0x00070000, 0x41059E09, -0.003906250000000, -0.003906250000000)
@(4, 0x00070000, 0x44006406, 0.003906250000000, 0.003906250000000)
@(4, 0x00070000, 0x44006E06, 0.003906250000000, 0.003906250000000)
@(4, 0x00070000, 0x45011401, 0.003906250000000, 0.003906250000000)
@(4, 0x00070000, 0x45011E01, -0.003906250000000, -0.003906250000000)
@(4, 0x00070000, 0x45015405, -0.003906250000000, -0.003906250000000)
@(4, 0x00090000, 0x22002202, 0.003906250000000, 0.003906250000000)
@(4, 0x00090000, 0x2A08A20A, 0.003906250000000, 0.003906250000000)
@(4, 0x00090000, 0xA2082A02, 0.003906250000000, 0.003906250000000)
@(4, 0x000B0000, 0x24064E40, 0.003906250000000, 0.003906250000000)
@(4, 0x000B0000, 0x24066E42, 0.003906250000000, 0.003906250000000)
@(4, 0x000B0000, 0x26044E40, 0.003906250000000, 0.003906250000000)
@(4, 0x000B0000, 0x26046E42, 0.003906250000000, 0.003906250000000)
@(4, 0x000B0000, 0xA40E4640, 0.003906250000000, 0.003906250000000)
@(4, 0x000B0000, 0xA40E6642, 0.003906250000000, 0.003906250000000)
@(4, 0x000B0000, 0xA60C4640, 0.003906250000000, 0.003906250000000)
@(4, 0x00100000, 0x88008CC4, -0.003906250000000, -0.003906250000000)
@(4, 0x00100000, 0x8800C884, -0.003906250000000, -0.003906250000000)
@(4, 0x00100000, 0x8C048880, -0.003906250000000, -0.003906250000000)
@(4, 0x00100000, 0x8C04CCC0, -0.003906250000000, -0.003906250000000)
@(4, 0x00100000, 0xA2082331, 0.003906250000000, 0.003906250000000)
@(4, 0x00100000, 0xA2083221, 0.003906250000000, 0.003906250000000)
@(4, 0x00100000, 0xA2083330, -0.003906250000000, -0.003906250000000)
@(4, 0x00100000, 0xA2083AA9, 0.003906250000000, 0.003906250000000)
@(4, 0x00400000, 0x14054440, -0.003906250000000, -0.003906250000000)
@(4, 0x00400000, 0x88008CC4, 0.003906250000000, 0.003906250000000)
@(4, 0x00400000, 0x8800C884, 0.003906250000000, 0.003906250000000)
@(4, 0x00400000, 0x8C048880, 0.003906250000000, 0.003906250000000)
@(4, 0x00400000, 0xA2082220, 0.003906250000000, 0.003906250000000)
@(4, 0x00400000, 0xA2082331, -0.003906250000000, -0.003906250000000)
@(4, 0x00400000, 0xA2082AA8, 0.003906250000000, 0.003906250000000)
@(4, 0x00400000, 0xA2083221, -0.003906250000000, -0.003906250000000)
@(4, 0x00400000, 0xA2083330, 0.003906250000000, 0.003906250000000)
@(4, 0x00400000, 0xA2083AA9, -0.003906250000000, -0.003906250000000)
@(4, 0x00600000, 0xA2082220, 0.003906250000000, 0.003906250000000)
@(4, 0x00600000, 0xA2082331, -0.003906250000000, -0.003906250000000)
@(4, 0x00600000, 0xA2082AA8, 0.003906250000000, 0.003906250000000)
@(4, 0x00600000, 0xA2083221, -0.003906250000000, -0.003906250000000)
@(4, 0x00600000, 0xA2083330, 0.003906250000000, 0.003906250000000)
@(4, 0x00600000, 0xA2083AA9, -0.003906250000000, -0.003906250000000)
@(4, 0x00600000, 0xA208A228, 0.003906250000000, 0.003906250000000)
@(4, 0x00600000, 0xA208A339, -0.003906250000000, -0.003906250000000)
@(4, 0x00600000, 0xA208AAA0, 0.003906250000000, 0.003906250000000)
@(4, 0x00600000, 0xA3092220, -0.003906250000000, -0.003906250000000)
@(4, 0x00900000, 0xA2082AA8, 0.003906250000000, 0.003906250000000)
@(4, 0x00900000, 0xA208A228, 0.003906250000000, 0.003906250000000)
@(4, 0x00D00000, 0xA2082AA8, 0.003906250000000, 0.003906250000000)
@(4, 0x00D00000, 0xA208A228, 0.003906250000000, 0.003906250000000)
@(4, 0x00D00000, 0xE40AEEE0, -0.003906250000000, -0.003906250000000)
@(4, 0x00D00000, 0xEE004EEA, -0.003906250000000, -0.003906250000000)
@(4, 0x00D00000, 0xEE00E44A, -0.003906250000000, -0.003906250000000)
@(4, 0x10000000, 0x23330AAA, -0.003906250000000, -0.003906250000000)
@(4, 0x10000000, 0x233B0AAA, -0.003906250000000, -0.003906250000000)
@(4, 0x10000000, 0x88C80CCC, 0.003906250000000, 0.003906250000000)
@(4, 0x10000000, 0x88CC0CCC, 0.003906250000000, 0.003906250000000)
@(4, 0x10000000, 0x8CC80888, 0.003906250000000, 0.003906250000000)
@(4, 0x10000000, 0x8CCC0888, 0.003906250000000, 0.003906250000000)
@(4, 0x60000000, 0x22220AAA, -0.003906250000000, -0.003906250000000)
@(4, 0x60000000, 0x222A0AAA, -0.003906250000000, -0.003906250000000)
@(4, 0x60000000, 0x22A20222, -0.003906250000000, -0.003906250000000)
@(4, 0x60000000, 0x22AA0222, -0.003906250000000, -0.003906250000000)
@(4, 0x60000000, 0x23330AAA, 0.003906250000000, 0.003906250000000)
@(4, 0x60000000, 0x233B0AAA, 0.003906250000000, 0.003906250000000)
@(4, 0x60000000, 0x2A220222, -0.003906250000000, -0.003906250000000)
@(4, 0x60000000, 0x2A2A0222, -0.003906250000000, -0.003906250000000)
@(4, 0x60000000, 0x2AA20AAA, -0.003906250000000, -0.003906250000000)
@(4, 0x60000000, 0x2AAA0AAA, -0.003906250000000, -0.003906250000000)
@(4, 0x90000000, 0x22220AAA, -0.003906250000000, -0.003906250000000)
@(4, 0x90000000, 0x222A0AAA, -0.003906250000000, -0.003906250000000)
@(4, 0x90000000, 0x2A220222, -0.003906250000000, -0.003906250000000)
@(4, 0x90000000, 0x2A2A0222, -0.003906250000000, -0.003906250000000)
@(4, 0xB0000000, 0x22A20333, -0.003906250000000, -0.003906250000000)
@(4, 0xB0000000, 0x22A20777, 0.003906250000000, 0.003906250000000)
@(4, 0xB0000000, 0x22A21223, 0.003906250000000, 0.003906250000000)
@(4, 0xB0000000, 0x22A25227, -0.003906250000000, -0.003906250000000)
@(4, 0xB0000000, 0x22A2922B, -0.003906250000000, -0.003906250000000)
@(4, 0xB0000000, 0x22AA0333, -0.003906250000000, -0.003906250000000)
@(4, 0xC0000000, 0x81810888, -0.003906250000000, -0.003906250000000)
@(4, 0xC0000000, 0x81880888, -0.003906250000000, -0.003906250000000)
@(4, 0xD0000000, 0x22220AAA, -0.003906250000000, -0.003906250000000)
@(4, 0xD0000000, 0x222A0AAA, -0.003906250000000, -0.003906250000000)
@(4, 0xD0000000, 0x2A220222, -0.003906250000000, -0.003906250000000)
@(4, 0xD0000000, 0x2A2A0222, -0.003906250000000, -0.003906250000000)
